,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
6718,IPRE,Dicot,Convolvulaceae,Perennial,Forb/herbVine,PR NVI N,
6719,IPSA,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6720,IPSE2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,PR NVI N,
6721,IPSE3,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 I,
6722,IPST2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,PR NVI N,
6723,IPTR3,Dicot,Convolvulaceae,Annual,Forb/herbVine,L48 IPR NVI I,flying saucersheavenly-blue morning-glorypearly gates
6724,IPTR2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 IPB IPR NVI N,little bell
6725,IPTU3,Dicot,Convolvulaceae,Annual,Forb/herbVine,L48 I,purple moonflower
6726,IPVI,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 NPB NPR NVI N,ololiuquisea moonflowertorech (Palau)
6727,IPWR,Dicot,Convolvulaceae,AnnualPerennial,Forb/herbVine,L48 IPR IVI I,
6728,IPAG,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,CAN NL48 N,
6729,IPAGA3,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,CAN NL48 N,
6730,IPAGF,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,L48 N,
6731,IPAR2,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,L48 N,
6732,IPCO5,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6733,IPCOC3,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6734,IPCOM,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6735,IPLO2,Dicot,Polemoniaceae,AnnualBiennial,Forb/herb,L48 N,
6736,IPLOL,Dicot,Polemoniaceae,AnnualBiennial,Forb/herb,L48 N,
6737,IPMA2,Dicot,Polemoniaceae,Perennial,Forb/herb,L48 N,
6738,IPMU3,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6739,IPPO,Dicot,Polemoniaceae,Perennial,Forb/herb,L48 N,
6740,IPPO2,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
6741,IPPU4,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
6742,IPRO,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6743,IPSA2,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,L48 N,
6744,IPSPS,Dicot,Polemoniaceae,Perennial,Forb/herb,L48 N,
6745,IPTE4,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6746,IPTET2,Dicot,Polemoniaceae,Perennial,Forb/herbSubshrub,L48 N,
6747,IRDI,Dicot,Amaranthaceae,AnnualPerennial,Forb/herbSubshrub,L48 NPR NVI N,
6748,IRIS,Monocot,Iridaceae, , ,"AK NCAN I,NL48 I,NSPM N",
6749,IRAP,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6750,IRBR2,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 N,
6751,IRCH,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6752,IRCR,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6753,IRDO,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6754,IREN,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6755,IRFL2,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6756,IRFO,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6757,IRFU,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6758,IRGE,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6759,IRGEF,Monocot,Iridaceae, , ,None,
6760,IRGI,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6761,IRHA,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6762,IRHAA,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6763,IRHE2,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6764,IRHEH,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6765,IRIN,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6766,IRLA,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 N,
6767,IRLA4,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6768,IRLU,Monocot,Iridaceae, ,Forb/herb,None,
6769,IRMA,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6770,IRMI,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 N,
6771,IROR,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6772,IRPA2,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6773,IRPR,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 N,
6774,IRPS,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6775,IRPU2,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6776,IRPU,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6777,IRRE3,Monocot,Iridaceae, , ,None,
6778,IRSE,Monocot,Iridaceae,Perennial,Forb/herb,AK NCAN NL48 NSPM N,
6779,IRSEC,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
6780,IRSI,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
6781,IRSP80,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6782,IRTE4,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6783,IRTE,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6784,IRTE3,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6785,IRTI,Monocot,Iridaceae, ,Forb/herb,None,
6786,IRTR,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6787,IRVE,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6788,IRVES,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
6789,IRVE2,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
6790,IRVI,Monocot,Iridaceae,Perennial,Forb/herb,CAN NL48 N,
6791,IRXI,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6792,ISTI,Dicot,Brassicaceae,BiennialPerennial,Forb/herb,CAN WL48 I,
6793,ISBY,Monocot,Poaceae,Perennial,Graminoid,HI N,
6794,ISIN3,Monocot,Poaceae,AnnualPerennial,Graminoid,HI IL48 IPB N,
6795,ISRU,Monocot,Poaceae,AnnualPerennial,Graminoid,L48 IPB N,
6796,ISOCO,Dicot,Asteraceae, , ,L48 N,
6797,ISACA2,Dicot,Asteraceae,Perennial,Subshrub,L48 N,
6798,ISACE2,Dicot,Asteraceae,Perennial,Subshrub,L48 N,
6799,ISPL,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6800,ISRU2,Dicot,Asteraceae,Perennial,Subshrub,L48 N,
6801,ISBU,Quillwort,Isoetaceae,Perennial,Graminoid,L48 N,
6802,ISDO,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6803,ISEA,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6804,ISEN,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6805,ISFO,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6806,ISLA,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NGL NL48 NSPM N,
6807,ISMA,Quillwort,Isoetaceae,Perennial,Graminoid,L48 N,
6808,ISME,Quillwort,Isoetaceae,Perennial,Graminoid,L48 N,
6809,ISNU,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6810,ISOR,Quillwort,Isoetaceae,Perennial,Graminoid,L48 N,
6811,ISRI,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6812,ISSA,Quillwort,Isoetaceae,Perennial,Graminoid,L48 N,
6813,ISTE5,Quillwort,Isoetaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
6814,ISTU,Quillwort,Isoetaceae,Perennial,Graminoid,CAN NL48 N,
6815,ISFO3,Dicot,Proteaceae, , ,None,
6816,ISAL2,Moss,Brachytheciaceae, ,Nonvascular,NA N,
6817,ISMY2,Moss,Brachytheciaceae, ,Nonvascular,NA N,
6818,ISME2,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
6819,ISVE,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
6820,ITVI,Dicot,Grossulariaceae,Perennial,Shrub,L48 N,
6821,IVAN,Dicot,Asteraceae,AnnualBiennial,Forb/herb,L48 N,
6822,IVAN2,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6823,IVANA,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
6824,IVAX,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6825,IVFR,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
6826,IVIM,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
6827,IVAPA,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6828,IVAPC,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6829,IVAR,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6830,IVBA,Dicot,Rosaceae,Perennial,Forb/herbSubshrub,L48 N,
6831,IVCR,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6832,IVGO,Dicot,Rosaceae,Perennial,Forb/herbSubshrub,L48 N,
6833,IVJA,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6834,IVKI,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6835,IVLY,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6836,IVLYM,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6837,IVLYS,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6838,IVMU,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6839,IVRH,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6840,IVSA2,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6841,IVSA3,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6842,IVSE,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6843,IVWE,Dicot,Rosaceae,Perennial,Forb/herb,L48 N,
6844,IXIA,Monocot,Iridaceae, , ,L48 I,
6845,IXMA,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
6846,IXUN,Monocot,Poaceae,Annual,Graminoid,HI I,
6847,IXCO,Dicot,Rubiaceae,Perennial,Shrub,L48 IPB IPR IVI I,
6848,IXMA2,Dicot,Rubiaceae, , ,None,
6849,JACAR,Dicot,Bignoniaceae, , ,HI IL48 IPR IVI I,
6850,JAMI,Dicot,Bignoniaceae,Perennial,Tree,HI IL48 IPR IVI I,
6851,JACQU,Dicot,Convolvulaceae, , ,"HI I,NL48 I,NPR NVI N",
6852,JACA7,Dicot,Convolvulaceae,Perennial,ShrubVine,PR NVI N,
6853,JACU3,Dicot,Convolvulaceae,Perennial,Vine,PR NVI N,
6854,JAHA,Dicot,Convolvulaceae,Perennial,Vine,L48 NPR NVI N,
6855,JAOV2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI NPR N,
6856,JAPE,Dicot,Convolvulaceae,Perennial,Forb/herbVine,HI IL48 NPR NVI N,
6857,JARE,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
6858,JASO,Dicot,Convolvulaceae,Perennial,Forb/herbVine,PR NVI N,
6859,JATA,Dicot,Convolvulaceae,Annual,Forb/herbVine,L48 NPR NVI N,
6860,JAAM,Dicot,Hydrangeaceae,Perennial,Shrub,L48 N,
6861,JAAU,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
6862,JAGR,Dicot,Malpighiaceae,Perennial,Forb/herbVine,L48 N,
6863,JAMO,Dicot,Campanulaceae,Perennial,Forb/herb,L48 I,
6864,JASMI,Dicot,Oleaceae, , ,HI IL48 INAV IPB IPR IVI I,
6865,JADI2,Dicot,Oleaceae,Perennial,Vine,L48 I,
6866,JAFL,Dicot,Oleaceae,Perennial,Vine,HI IL48 INAV IPR IVI I,
6867,JAME,Dicot,Oleaceae,Perennial,Vine,L48 I,
6868,JAMU2,Dicot,Oleaceae,Perennial,ShrubVine,L48 IPB IPR IVI I,
6869,JANI,Dicot,Oleaceae,Perennial,Vine,L48 I,
6870,JANU,Dicot,Oleaceae,Perennial,Vine,L48 I,
6871,JAOF,Dicot,Oleaceae,Perennial,ShrubVine,L48 IPR IVI I,
6872,JASA,Dicot,Oleaceae,Perennial,ShrubVine,L48 IPB IPR IVI I,
6873,JATRO,Dicot,Euphorbiaceae, , ,"HI IL48 I,NPB IPR I,NVI I,N",
6874,JACU2,Dicot,Euphorbiaceae,Perennial,ShrubTree,HI IL48 IPB IPR IVI I,
6875,JADI,Dicot,Euphorbiaceae,Perennial,Subshrub,L48 N,
6876,JADIG,Dicot,Euphorbiaceae,Perennial,Subshrub,L48 N,
6877,JAGO,Dicot,Euphorbiaceae,Perennial,Forb/herbSubshrub,"HI IL48 I,NPB IPR NVI N",
6878,JAIN,Dicot,Euphorbiaceae,Perennial,ShrubTree,L48 IPB IPR I,
6879,JAPO,Dicot,Euphorbiaceae,Perennial,Shrub,PB IPR I,
6880,JACA4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
6881,JEDI,Dicot,Berberidaceae,Perennial,Forb/herb,CAN NL48 N,
6882,JOPU,Dicot,Polygonaceae,Annual,Forb/herb,L48 N,
6883,JOAS,Monocot,Joinvilleaceae,Perennial,Forb/herb,HI N,
6884,JUCH3,Monocot,Arecaceae, , ,None,
6885,JUGLA,Dicot,Juglandaceae, , ,"CAN I,NL48 I,NPR N",
6886,JUCI,Dicot,Juglandaceae,Perennial,Tree,CAN NL48 N,
6887,JUHI,Dicot,Juglandaceae,Perennial,Tree,L48 N,
6888,JUJA,Dicot,Juglandaceae,Perennial,Tree,PR N,
6889,JUMA,Dicot,Juglandaceae,Perennial,Tree,L48 N,
6890,JUMI,Dicot,Juglandaceae,Perennial,ShrubTree,L48 N,
6891,JUNI,Dicot,Juglandaceae,Perennial,Tree,CAN NL48 N,
6892,JURE80,Dicot,Juglandaceae,Perennial,Tree,CAN IL48 I,
6893,JUNCU,Monocot,Juncaceae, , ,"AK NCAN I,NGL I?,NHI IL48 I,NPR NSPM I,N",
6894,JUAC,Monocot,Juncaceae,Perennial,Graminoid,CAN NHI IL48 N,
6895,JUAC2,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6896,JUALN,Monocot,Juncaceae,Perennial,Graminoid,AK NL48 N,
6897,JUAM3,Monocot,Juncaceae,Annual,Graminoid,AK NCAN NL48 NSPM N,
6898,JUARL,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
6899,JUAR4,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
6900,JUBI,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6901,JUBI2,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
6902,JUBR,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6903,JUBR2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6904,JUBR4,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 NSPM N,
6905,JUBU,Monocot,Juncaceae,Annual,Graminoid,AK NCAN NHI IL48 NSPM N,
6906,JUBU2,Monocot,Juncaceae,Perennial,Graminoid,CAN IL48 ISPM I,
6907,JUCA2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6908,JUCA3,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 NSPM N,
6909,JUCA6,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
6910,JUCO2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6911,JUCO4,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6912,JUCO5,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 N,
6913,JUDE,Monocot,Juncaceae,AnnualPerennial,Graminoid,L48 N,
6914,JUDI,Monocot,Juncaceae,Perennial,Graminoid,L48 NPR N,
6915,JUDI2,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6916,JUDR,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 N,
6917,JUDU2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6918,JUEF,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NHI IL48 NSPM N,Japanese mat rush
6919,JUEFC2,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6920,JUEL,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6921,JUEN,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NHI IL48 N,
6922,JUFI,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
6923,JUGE,Monocot,Juncaceae,Perennial,Graminoid,CAN NGL NL48 NSPM N,
6924,JUGR,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6925,JUGY,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6926,JUHA,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6927,JUHO,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6928,JUIN2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6929,JULO,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6930,JUMA4,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6931,JUMA5,Monocot,Juncaceae,Perennial,Graminoid,L48 I,
6932,JUME,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6933,JUME3,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 N,
6934,JUME4,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6935,JUMI2,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 NSPM N,
6936,JUNE,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6937,JUNO,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6938,JUNO2,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 N,
6939,JUOR2,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6940,JUOR,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6941,JUPA,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6942,JUPE,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 NSPM N,
6943,JURE,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6944,JURE2,Monocot,Juncaceae,AnnualPerennial,Graminoid,L48 N,
6945,JURO,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6946,JUSA,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 N,
6947,JUSC,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6948,JUSE,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6949,JUST,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
6950,JUSU,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 NSPM N,
6951,JUSU2,Monocot,Juncaceae,Perennial,Graminoid,CAN NGL NL48 N,
6952,JUTE,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NHI IL48 NPR NSPM N,
6953,JUTO,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6954,JUTR2,Monocot,Juncaceae,Perennial,Graminoid,CAN NGL NL48 NSPM N,
6955,JUTR4,Monocot,Juncaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
6956,JUTW,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6957,JUVA2,Monocot,Juncaceae,Perennial,Graminoid,L48 N,
6958,JUVA,Monocot,Juncaceae,Perennial,Graminoid,CAN NL48 N,
6959,JUAT2,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
6960,JUSP6,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
6961,JUNIP,Gymnosperm,Cupressaceae, , ,"AK NCAN I,NGL NL48 I,NSPM N",
6962,JUCA7,Gymnosperm,Cupressaceae,Perennial,ShrubTree,L48 N,
6963,JUCH4,Gymnosperm,Cupressaceae,Perennial,ShrubTree,None,
6964,JUCO11,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
6965,JUCO6,Gymnosperm,Cupressaceae,Perennial,ShrubTree,AK NCAN NGL NL48 NSPM N,
6966,JUCO12,Gymnosperm,Cupressaceae,Perennial,Shrub,None,
6967,JUDE2,Gymnosperm,Cupressaceae,Perennial,ShrubTree,L48 N,
6968,JUFL,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
6969,JUHO2,Gymnosperm,Cupressaceae,Perennial,Subshrub,AK NCAN NL48 NSPM N,creeping-cedarWaukegan juniper
6970,JUMO,Gymnosperm,Cupressaceae,Perennial,ShrubTree,L48 N,
6971,JUOC,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
6972,JUOS,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
6973,JUPH2,Gymnosperm,Cupressaceae,Perennial,Shrub,None,
6974,JUSC2,Gymnosperm,Cupressaceae,Perennial,ShrubTree,CAN NL48 N,
6975,JUVI,Gymnosperm,Cupressaceae,Perennial,Tree,CAN NL48 N,
6976,JUVIS,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
6977,JUAM,Dicot,Acanthaceae,Perennial,Forb/herb,CAN NL48 N,
6978,JUBE2,Dicot,Acanthaceae,Perennial,Forb/herb,HI I,
6979,JUBR6,Dicot,Acanthaceae,Perennial,Forb/herbShrub,L48 IPB I,
6980,JUCA8,Dicot,Acanthaceae,Perennial,Shrub,L48 N,
6981,JUCA9,Dicot,Acanthaceae,Perennial,Shrub,L48 N,
6982,JUCA17,Dicot,Acanthaceae, , ,None,
6983,JUCA10,Dicot,Acanthaceae,Perennial,Forb/herbShrubSubshrub,VI N,
6984,JUOV,Dicot,Acanthaceae,Perennial,Forb/herb,L48 N,
6985,JUOVO,Dicot,Acanthaceae,Perennial,Forb/herb,L48 N,
6986,JUSP4,Dicot,Acanthaceae,Perennial,Forb/herb,HI IL48 I,
6987,KALAN,Dicot,Crassulaceae, , ,HI IL48 IPB IPR IVI I,
6988,KADE,Dicot,Crassulaceae,Perennial,Forb/herbSubshrub,HI IL48 IPB IPR I,
6989,KAGA,Dicot,Crassulaceae,Perennial,Forb/herb,L48 I,
6990,KAPI,Dicot,Crassulaceae,Perennial,Forb/herbSubshrub,HI IL48 IPB IPR IVI I,air plant
6991,KAGR,Dicot,Zygophyllaceae,Annual,Forb/herb,L48 N,
6992,KAHI,Dicot,Zygophyllaceae,Annual,Forb/herb,L48 N,
6993,KAPA,Dicot,Zygophyllaceae,Annual,Forb/herb,L48 N,
6994,KALMI,Dicot,Ericaceae, , ,AK NCAN NL48 NSPM N,
6995,KAAN,Dicot,Ericaceae,Perennial,Shrub,CAN NL48 NSPM N,
6996,KACA2,Dicot,Ericaceae,Perennial,Shrub,L48 N,
6997,KACU,Dicot,Ericaceae,Perennial,Shrub,L48 N,
6998,KAHI2,Dicot,Ericaceae,Perennial,Shrub,L48 N,
6999,KALA,Dicot,Ericaceae,Perennial,ShrubTree,L48 N,
7000,KAMI,Dicot,Ericaceae,Perennial,ShrubSubshrub,AK NCAN NL48 N,
7001,KAPO,Dicot,Ericaceae,Perennial,Shrub,CAN NL48 NSPM N,
7002,KASE,Dicot,Araliaceae,Perennial,Tree,L48 I,
7003,KEANA,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7004,KEANM,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7005,KEBR,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7006,KEBRB,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7007,KEBRG,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7008,KECO,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7009,KECO2,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7010,KERO,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7011,KEROR,Dicot,Scrophulariaceae,Perennial,ShrubSubshrub,L48 N,
7012,KEGA,Dicot,Rubiaceae,Perennial,Forb/herb,L48 N,
7013,KEUN,Dicot,Rosaceae,Perennial,Subshrub,L48 N,
7014,KEJA,Dicot,Rosaceae,Perennial,Shrub,CAN IL48 I,
7015,KEEV,Gymnosperm,Pinaceae, , ,None,
7016,KIST,Moss,Dicranaceae, ,Nonvascular,NA N,
7017,KIEL,Dicot,Scrophulariaceae,Annual,Forb/herb,CAN IL48 I,
7018,KISP,Dicot,Scrophulariaceae,Annual,Forb/herb,CAN IL48 I,
7019,KIAF,Dicot,Bignoniaceae,Perennial,Tree,PR I,
7020,KNAR,Dicot,Dipsacaceae,AnnualPerennial,Forb/herb,CAN IL48 I,
7021,KNIPH,Monocot,Liliaceae, , ,L48 I,
7022,KNUV80,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
7023,KOMY,Monocot,Cyperaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
7024,KOMA,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NHI IL48 N,crested hair grass
7025,KOELR,Dicot,Sapindaceae, , ,L48 I,
7026,KOEL,Dicot,Sapindaceae,Perennial,Tree,L48 I,
7027,KOELF,Dicot,Sapindaceae,Perennial,Tree,L48 I,
7028,KOPA,Dicot,Sapindaceae,Perennial,Tree,L48 I,
7029,KOIS,Dicot,Polygonaceae,Annual,Forb/herb,AK NCAN NGL NL48 N,
7030,KOER3,Dicot,Gesneriaceae, , ,None,
7031,KOAM80,Dicot,Caprifoliaceae,Perennial,Shrub,L48 I,
7032,KOLA,Dicot,Viscaceae,Perennial,ShrubSubshrub,HI N,
7033,KOVI,Dicot,Malvaceae,Perennial,Forb/herbSubshrub,L48 N,
7034,KRAME,Dicot,Krameriaceae, , ,L48 NPR NVI N,
7035,KRER,Dicot,Krameriaceae,Perennial,ShrubSubshrub,L48 N,
7036,KRGR,Dicot,Krameriaceae,Perennial,ShrubSubshrub,L48 N,
7037,KRIX,Dicot,Krameriaceae,Perennial,Shrub,PR NVI N,
7038,KRLA,Dicot,Krameriaceae,Perennial,Forb/herbSubshrub,L48 N,
7039,KRLA2,Dicot,Chenopodiaceae,Perennial,ShrubSubshrub,CAN NL48 N,
7040,KRBI,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
7041,KRBIB,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
7042,KRCA,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
7043,KRDA,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
7044,KRMO,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
7045,KROC,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
7046,KRVI,Dicot,Asteraceae,Annual,Forb/herb,CAN IL48 N,
7047,KRFE,Dicot,Rhamnaceae,Perennial,ShrubTree,L48 NPR NVI N,
7048,KUHY,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
7049,KUST,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
7050,KUST2,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
7051,KUPA,Liverwort,Lepidoziaceae, ,Nonvascular,NA N,
